mine_id,month,coal_type,depth,degree,mine_type,temp,pressure,diesel_usage,petrol_usage,electricity_usage,coal_mined,coal_used_as_fuel,vehicle_count,methane_emission,co2_emission
2,2010-01-12,Sub-bituminous C,431.9363600988452,2,underground,24.468882718471043,92.16390328166624,47814.21202230753,0,350703.62262022047,367503.93748791434,36.08864001055218,23,69878.0,131017.85792527001
3,2010-04-10,Bituminous A,96.12876430549358,3,open-cast,29.915042155722226,91.86242482948083,153765.3487633237,0,134525.89870586645,917088.7923156449,24.018631160674396,11,61152.0,413194.2470550957
3,2010-04-05,Bituminous C,567.5176808064688,2,underground,34.47965567917562,97.57398504923576,150944.45817940982,0,479994.966300146,914145.1014277494,81.17529899398724,16,67435.0,408467.10664447956
9,2010-11-19,Bituminous A,76.72827055743065,1,open-cast,23.97470277737463,93.7882141997356,40896.436211201515,0,58713.32019071802,324974.3951612365,8.594807613328848,22,67257.0,110083.89827158395
6,2010-12-06,Sub-bituminous A,118.04184673231951,2,open-cast,27.232320112497174,98.67193061116296,36916.911827456446,0,62269.547704412915,199886.7677652142,11.20903239105172,18,63035.0,99447.93398875947
6,2010-03-20,Bituminous A,97.72646364205022,3,open-cast,31.878917219678357,95.27665019335625,35366.40414454237,0,113724.40267880309,240516.77006576865,4.7599878753566935,18,64626.0,95714.50320933975
4,2010-12-08,Anthracite,125.68230528649443,3,open-cast,31.9972309737543,101.19432769966508,83574.01131735815,0,151705.12507250364,462881.8883324369,5.28656480091765,6,67032.0,225222.33235611438
10,2010-07-13,Sub-bituminous B,377.1304228168885,3,underground,29.08156294884168,102.89634507300049,42829.38511561282,0,184770.50486048614,325634.4009321929,16.991646597497006,25,66690.0,116297.87024969836
2,2010-12-12,Bituminous C,457.78640993006115,2,underground,27.259178597033646,105.08520750224963,42642.85580621126,0,181251.53594541608,252725.8602214855,12.438003054650213,23,63041.0,115769.11615539859
9,2010-03-27,Bituminous B,60.32260501091598,1,open-cast,32.84938703663457,102.39491691666265,108460.9275453929,0,118471.27082020868,882961.6219428652,63.79116014822351,19,66791.0,291646.7502423787
4,2010-10-13,Sub-bituminous C,534.6168655764491,3,underground,32.18811531821172,97.74497808377832,98465.21730606502,0,703982.4962957886,626273.2634306136,62.128690240910686,8,61572.0,269659.4388498798
10,2010-02-18,Sub-bituminous A,127.48673728042309,1,open-cast,27.684894073733346,97.12128905919852,94070.04981309496,0,294748.58450079523,624385.7447742098,12.974559714230054,17,68787.0,254524.671892001
5,2010-03-13,Anthracite,50.237540922912,1,open-cast,21.900418779966014,100.35295592313688,137485.459922886,0,353132.9704539661,839446.7358124228,1.0241362202116517,25,65813.0,371356.72295105696
3,2010-08-23,Bituminous B,158.85551139441372,1,open-cast,32.55303282845587,95.39464062572264,51963.5326620568,0,30939.817428720446,258128.59700147453,5.111087904846603,6,68729.0,139515.97403722774
1,2010-02-13,Anthracite,230.91104226117713,1,underground,28.33197528577984,94.33874986341364,72774.86954487291,0,406364.1843203681,571434.9706938005,12.864214937237373,15,66729.0,198368.83669168642
2,2010-09-03,Peat,321.4492697553658,1,underground,18.65458081967852,107.78560525650292,79840.42541500852,0,415802.7960714436,462237.86643174855,18.168019924646785,8,25423.08265374617,217381.9230400087
5,2010-06-21,Bituminous C,274.5787029796699,2,underground,26.712419342834934,90.99014511528812,57243.79282062664,0,453789.0492697607,394739.4260494838,22.816334074739146,5,63109.0,157134.43496329142
8,2010-08-22,Bituminous A,122.05336275494834,3,open-cast,21.53835861756367,107.04442829571975,122576.20004089885,0,146309.07957829576,793631.1903942042,23.815758762028246,18,61046.0,329703.950562151
6,2010-12-10,Sub-bituminous C,163.82715381167043,3,open-cast,28.37272189913819,108.78420107638883,29430.552979185846,0,66088.39365254757,178165.08163273358,0.6911089744689622,23,44541.270408183394,79415.80681216896
2,2010-04-09,Bituminous C,269.24392234154914,1,underground,27.09627270552622,109.22443983048315,97008.14905296767,0,536787.2215077273,548215.7103954962,38.0686898191173,17,67944.0,264383.4946783167
2,2010-03-09,Sub-bituminous A,208.1452304312432,1,underground,31.787881091519147,95.84686014741145,100265.37374340591,0,534083.3560782432,692172.0934110836,10.279619961245693,11,67656.0,273090.68515216943
5,2010-05-08,Bituminous B,150.2416892834766,1,open-cast,24.047245484543218,94.54268336703714,121333.75906092885,0,256056.60957877216,977049.9627196166,71.46586802200463,20,65634.0,327274.13848183525
7,2010-07-08,Bituminous B,114.74603773134882,1,open-cast,34.48596073644488,91.23471096464377,14324.064805464894,0,51235.34020315673,110411.74413631074,8.65605226698196,21,66247.04648178644,38808.6234683118
7,2010-08-03,Bituminous B,118.5964817412764,1,open-cast,31.757378061001603,101.41053682477262,133823.65429548078,0,361794.5047765319,847238.024764541,40.32721268366572,18,68946.0,361614.10845105606
5,2010-09-04,Bituminous B,135.71859909330897,1,open-cast,24.901979906452915,95.34241286460174,63743.32274801706,0,66495.8224705465,513394.3505946043,47.320480365359344,19,68632.0,171377.37070894422
3,2010-06-22,Bituminous C,63.63132259198929,3,open-cast,30.360685466251667,101.00928740167423,122949.6279054071,0,211231.8682858342,923345.2534106273,18.640988008930762,20,64365.0,331237.1041064349
5,2010-08-01,Bituminous A,362.43449181425814,3,underground,19.112171199617592,95.05485335745038,19707.91036823518,0,56437.77073581319,102065.61225101064,4.867156652353622,11,62388.0,53279.989506903956
8,2010-01-25,Bituminous B,454.59515691050535,2,underground,33.824328177484745,108.1686225006343,182980.11683481812,0,923059.4195630201,986122.2161900594,53.876248787648535,13,63808.0,497955.8003577294
10,2010-12-19,Bituminous C,94.50034983300527,3,open-cast,17.896093298617593,104.34687761422526,33758.99066715149,0,21098.070289504067,198442.48541009024,14.30771637434117,10,64996.0,90647.09916433993
6,2010-12-15,Bituminous B,141.6392731583669,1,open-cast,29.26183587367448,105.15774206749217,116960.64551219827,0,297079.0280526989,761883.0527787008,38.992509622351925,19,68453.0,315890.5780027235
5,2010-08-02,Peat,134.61872760284825,3,open-cast,28.988962825036698,109.34436774026018,139011.1122149238,0,314130.48604396806,913898.4455721969,81.77180846203878,6,50264.41450647083,375125.6507215564
1,2010-05-21,Sub-bituminous B,147.71779218778775,1,open-cast,31.198300632004774,90.66104715649647,155640.93597276925,0,378283.76875186287,779400.1499336007,63.89350623504982,7,69820.0,420219.6353107869
3,2010-09-04,Anthracite,126.43550456418689,3,open-cast,23.253151541954058,101.48587737701516,179857.54700569436,0,443797.24990361097,994120.7968924143,75.4879914493944,9,69348.0,485657.36342447053
3,2010-04-21,Bituminous C,168.26783293047242,2,open-cast,18.405141188791813,98.73375071094254,31849.59724646695,0,70899.59458860336,194613.0652798129,2.476968023612809,24,61143.0,85938.29729615798
9,2010-09-23,Bituminous B,122.79784948454036,3,open-cast,33.83991980725624,102.86212613500336,81918.72105376756,0,180280.68628868836,549978.3252001653,2.037186460605927,11,64748.0,221020.4740516643
4,2010-09-03,Peat,271.16445423402394,2,underground,16.969701632351416,101.39868764505843,81992.11068456178,0,455861.9832780626,511501.3701269942,48.060833507916755,11,28132.575356984682,223476.9248975057
1,2010-04-10,Anthracite,578.2613600382057,3,underground,24.208524329745487,99.7001238465012,128011.37776467427,0,1019123.3330106415,927603.4101445506,9.845468702388883,12,65461.0,351427.3037400143
4,2010-01-05,Sub-bituminous B,192.20275970038986,1,open-cast,26.086513305138954,109.17838685130317,48952.34622648649,0,40370.29139503539,384390.9835755437,19.881019049620605,7,65787.0,131523.32427642308
10,2010-09-26,Sub-bituminous B,134.17772392428589,2,open-cast,32.71048109898569,105.13409712787288,119653.46900376679,0,131829.58293023478,839073.7623568261,27.148656408947637,11,63677.0,321752.2995101229
8,2010-10-20,Peat,226.71945301784928,1,underground,26.015292529863657,91.00119015923829,98052.60650759313,0,616368.2019332277,590107.0818757226,6.626340843902697,13,32455.889503164744,267835.20469620207
6,2010-07-08,Bituminous A,78.30166456047588,3,open-cast,33.69672047302012,92.36475813047794,75992.65636741355,0,54284.774500962485,464393.4727099486,29.511549976606425,15,67522.0,204105.45421557623
5,2010-02-23,Bituminous A,69.87055978408131,3,open-cast,23.359908975886952,101.47088777449511,90347.7467377449,0,185858.91801536732,555219.6728492517,28.151359019828952,5,62788.0,243656.00438488237
2,2010-06-23,Sub-bituminous B,116.7311892690483,2,open-cast,20.954105953564657,96.22995968115879,144811.41680352276,0,187176.0872999729,919055.4543569532,31.47708197633153,6,62691.0,389629.44094930077
9,2010-11-10,Bituminous B,463.5819433900342,3,underground,15.655757077351335,108.03549515521831,58582.458761516165,0,332041.2717350925,421060.930599807,17.440070437005243,12,65567.0,159723.72790909107
1,2010-06-17,Sub-bituminous B,105.06375117524911,3,open-cast,15.147445272378661,102.24981655809836,91989.36426952101,0,149614.90938317272,743681.7359812732,5.833323947281852,15,62376.0,247758.33849925833
1,2010-11-03,Anthracite,111.73441705015875,2,open-cast,23.92023447996715,108.89674221153395,141800.3106439984,0,364253.28481240984,875809.801404328,76.68850406611037,9,67808.0,383011.7094613775
3,2010-09-19,Lignite,310.50346025379304,1,underground,19.747332815900627,100.27979468407686,19030.309692354906,0,126733.94630544227,153946.76222365088,10.790322023052685,6,38486.69055591272,52040.44833521578
2,2010-03-10,Sub-bituminous C,60.974650940947214,3,open-cast,16.516701776216223,109.57363696985175,15763.771407515522,0,48518.685781030035,115681.16636126357,0.15849735258416695,21,28920.291590315894,42644.760595546046
8,2010-01-13,Anthracite,478.3704435452393,1,underground,29.930224473007904,107.00602506766442,133299.62671477714,0,734723.4265736795,821173.145953568,56.31298743984671,15,64364.0,363267.73169350694
1,2010-10-10,Peat,241.61955115389802,2,underground,34.23149238238913,95.89247989329058,107457.36135906358,0,389798.8101915469,772756.3984858742,27.484981073706095,16,42501.60191672308,291182.0786858611
6,2010-01-16,Sub-bituminous A,138.44286340786064,1,open-cast,23.699866714298516,90.92970669744105,39895.13647678862,0,35921.60221474001,324284.84457800316,15.990997312453633,17,62967.0,107213.52289595437
6,2010-01-21,Bituminous C,515.6418578808646,1,underground,27.3177940367112,102.51121135558392,138097.45978047771,0,772694.2103642939,733134.659825194,8.191122943085729,18,67619.0,376437.2847366675
8,2010-11-10,Anthracite,578.9474309700323,3,underground,31.083427266818433,95.44655399877813,60424.538764672565,0,322916.1826202612,449740.39603939943,24.88270161667497,16,62438.0,164585.67658680864
3,2010-05-02,Bituminous B,409.7632360654984,1,underground,26.002299448861613,92.94027406951724,73296.6370431477,0,377582.3307959829,560046.1157705248,47.426771467801885,12,65027.0,199531.16238816292
10,2010-04-01,Sub-bituminous A,213.440832280371,3,underground,29.888415231305352,102.51362121558107,37486.99087806812,0,155326.6575797406,190719.97252318758,18.128817793228727,20,67834.0,101738.81414537644
3,2010-04-24,Sub-bituminous C,182.446447352343,1,open-cast,26.095024617024258,101.47121623712253,67233.17637905486,0,203494.51104305914,546044.2622681453,9.906239702216412,12,62277.0,181853.56768642014
4,2010-04-08,Sub-bituminous C,60.86056665472626,3,open-cast,32.38203816785227,93.05455076783792,129069.23939143901,0,362193.77646699705,951214.0918358054,86.91527451594199,5,69355.0,348875.55053608597
7,2010-02-17,Lignite,105.06951911512272,2,open-cast,20.25198405897832,103.94747574262114,124101.43090224598,0,179978.0091109829,872708.3277065433,48.20589837850084,23,63201.0,334067.6544927293
2,2010-10-01,Bituminous B,108.20231144577176,3,open-cast,18.840076290103347,90.89647262674382,33401.921280427596,0,52073.34307459927,219466.85500937447,6.383951659540986,12,62895.0,89944.15044475769
9,2010-03-09,Bituminous C,473.171016003606,1,underground,19.912292215557603,93.3865274095639,83697.618959261,0,365407.80614128243,637375.0643417215,60.47860691186092,19,67941.0,227305.962821178
10,2010-01-12,Lignite,52.537943963784755,1,open-cast,18.794842980197835,92.26500348396357,133426.1187519057,0,281982.01446563523,762191.3804666741,56.924875969628914,8,61195.0,359894.2507737255
10,2010-05-17,Bituminous C,87.53768820228868,2,open-cast,30.16516744286104,91.15475822895895,115867.18214635494,0,180392.61096275,763517.7216591014,17.291138967016852,8,65176.0,312003.2675621258
6,2010-07-06,Sub-bituminous C,456.85588451927595,2,underground,33.4111835893208,102.16394998879493,67565.20233388506,0,557738.7860497626,468099.0821828795,2.8657178325592083,18,62596.0,185648.20030042
2,2010-08-23,Sub-bituminous A,424.0095648494472,1,underground,32.43901942869988,100.08127159851362,63710.690914741426,0,578158.323322306,520456.6424289236,3.478281616676281,12,66339.0,175485.54990274995
7,2010-04-15,Sub-bituminous C,234.08096592432707,3,underground,33.01719372775193,101.36208492145123,128083.82106886602,0,529782.7767830915,970335.3290765763,74.14294482587125,9,63163.0,347608.8592341823
6,2010-12-12,Sub-bituminous C,210.91743345607205,2,underground,29.25520202313499,101.44665386941665,38340.92462752508,0,243998.4138822187,222935.1846888925,15.134065163086946,14,55733.79617222313,104754.4649956014
9,2010-11-15,Bituminous A,527.4677424904551,2,underground,20.752056432296428,108.63318031024949,30823.956216172828,0,254635.55277044533,239676.26739281186,14.559596214044968,20,62729.0,84696.21419206083
5,2010-05-19,Bituminous B,194.9586784703967,2,open-cast,26.03063127122753,102.79705607696259,118514.61121408887,0,327257.34713308624,946719.2017609769,57.748975009243544,22,64320.0,320302.6683002495
6,2010-06-09,Bituminous B,511.6352594150594,1,underground,34.991793535627,103.5916336550026,54393.880228958726,0,284814.35810577596,303221.44943083334,24.89474177129732,11,68687.0,148111.07675007675
4,2010-12-21,Sub-bituminous C,179.8060459332455,3,open-cast,33.76762336390729,99.50859730365818,122922.6228098834,0,173330.2418995441,618690.6946577623,49.92829820513963,23,64401.0,330853.93711406377
5,2010-09-04,Bituminous B,306.1281120682098,2,underground,31.60957957752567,92.51197509727938,117359.28876064291,0,692342.4439900204,634902.4252647702,23.378797955708475,21,67656.0,320200.1019192412
10,2010-04-02,Bituminous A,558.7907713727479,3,underground,23.430500503603398,106.71395164862288,24534.745524976588,0,189076.02611742963,189713.24585664383,7.713278687121591,6,65132.0,67303.54142110019
10,2010-05-11,Sub-bituminous C,145.12907566596203,3,open-cast,22.739112518239217,101.36221819363072,97958.32817610605,0,113290.12419585082,772301.5686440935,68.34438233305093,11,64291.0,263457.2985303702
1,2010-07-19,Bituminous A,567.1694784397464,3,underground,22.130091954481074,103.6772919036557,46346.9455551192,0,292554.0297559774,313527.5941580867,21.98152930073559,19,68412.0,126608.75713171848
5,2010-01-17,Anthracite,417.8507057957162,2,underground,17.22977131095466,91.72661444577886,103140.7467665765,0,407947.7256715221,594085.6630673263,39.15631611451255,15,61983.0,279762.3726849315
7,2010-12-15,Anthracite,229.50362077510738,2,underground,23.43194095162212,104.3855615558035,32346.62106696724,0,127906.57321581483,198925.09747503654,9.853827840839665,15,59677.52924251096,87737.77835984189
5,2010-04-16,Peat,381.24438523752775,3,underground,15.162280570751365,96.89528861329643,90229.11746823927,0,493318.7875723991,557706.0690529291,46.41292834340734,23,30673.8337979111,245859.24887297495
3,2010-10-11,Lignite,117.83500873564233,3,open-cast,28.057704390370855,99.57833969345442,106598.83861012507,0,269656.4840738442,754519.8787339582,37.94834378092544,23,62808.0,287896.0706445407
6,2010-05-02,Bituminous C,527.5673788750829,1,underground,29.08905383703903,95.82900337159502,33957.84039523375,0,146711.54685193932,170950.2891727712,2.6484965337759667,7,68380.11566910849,92210.04694341235
9,2010-06-11,Sub-bituminous C,280.7196014115922,2,underground,33.12216349953705,92.81324825730302,16009.11965009579,0,87506.00868162118,122766.19287127152,6.140442572137545,20,30691.54821781788,43621.98993344601
6,2010-03-16,Lignite,590.2124399402526,2,underground,33.34752897176027,94.4158789353767,128215.51793392301,0,818499.933012151,691377.3118296085,20.303649460441456,18,65526.0,350329.2875136133
9,2010-09-04,Bituminous A,298.9591752553211,2,underground,24.98614113237121,108.02343307619746,89552.31046260986,0,502841.3063497948,491334.07739236177,5.441578817372797,10,68417.0,244123.4907518628
3,2010-04-19,Sub-bituminous A,341.9846317396459,3,underground,15.979671238317891,98.07141065333659,103479.41776102588,0,658609.4771360431,612571.223038875,3.713954208870895,15,67879.0,282725.4373120649
10,2010-08-24,Bituminous C,510.64506699751985,2,underground,21.044395991696515,107.78126658383168,41646.52867480004,0,257569.80418506855,314342.3611372634,2.1047168402063763,17,68736.0,113724.7692427817
7,2010-09-01,Sub-bituminous B,161.01592006329165,2,open-cast,15.326227283232585,105.83105494468371,24040.368133114167,0,86781.85314109136,180664.9383374831,3.656158501630051,9,61911.0,65139.797792502926
10,2010-10-25,Bituminous A,165.32363984879805,3,open-cast,19.4879054576438,104.41173564586897,27362.080477604628,0,26850.376970596102,199674.420297876,17.123884945780553,23,62731.0,73550.54877113929
3,2010-04-08,Bituminous B,169.69283037348768,3,open-cast,30.9742759810022,108.94932526166347,40188.868928272765,0,99362.71617621923,244033.64160900319,4.509660264819779,10,62291.0,108520.94300041601
7,2010-12-18,Sub-bituminous A,334.02930753457326,2,underground,19.536469706907738,95.55941215951576,127659.70638492132,0,423141.47908401676,669579.8327365968,5.842947863432903,9,61279.0,345597.77324007807
1,2010-03-26,Lignite,189.7043793406196,2,open-cast,16.495220896733024,100.7334952741269,125874.6710854507,0,153469.40818861328,862203.7268075778,77.76673612820895,22,67008.0,338602.5676561545
4,2010-10-05,Bituminous C,322.35459529828336,1,underground,21.912537981842426,101.312921369495,194051.48902335964,0,1054632.5884158567,971665.6281443653,1.5936111824046129,8,61540.0,528705.9778076139
1,2010-08-26,Bituminous C,187.9171969445074,1,open-cast,21.4607588891998,99.95121049879091,104387.00687186058,0,140680.69610550927,602191.1472750583,10.868795683364883,11,68957.0,280910.76012465154
1,2010-09-24,Peat,546.4015515723859,1,underground,24.33150178049342,96.76624082473747,103846.15677123728,0,687586.285884288,695994.7973462552,50.8881670021424,15,38279.713854044036,283945.9076911671
5,2010-02-22,Peat,451.9710615865972,1,underground,15.59733498264298,95.82082912877736,72940.98101294844,0,559981.1162292596,535870.9063474532,34.764406059864434,19,29472.89984910993,200073.67426778175
7,2010-07-25,Sub-bituminous B,143.832598994056,3,open-cast,32.343503601819535,96.4723259293727,53749.85193450499,0,211828.83645377317,434772.1903986225,29.451507050730687,23,64514.0,145786.59964339432
10,2010-02-26,Bituminous A,277.41979101021707,3,underground,25.162026954680883,104.53417103137508,83571.61262624909,0,346581.6554474173,520044.2554433233,27.329195513562695,9,67049.0,226813.8914130164
6,2010-05-25,Lignite,141.6887828655149,3,open-cast,30.514671604357112,94.69478784425127,178857.3738723106,0,106567.03663506248,998993.2715140113,15.575437922433048,17,63419.0,480211.61167819996
9,2010-10-08,Lignite,557.080243745106,3,underground,25.392966406193235,101.77381601011201,78948.52132506056,0,601757.2384858418,577335.3368137856,13.755485894228904,22,63394.0,216516.4465067462
8,2010-12-28,Peat,198.00739438148125,2,open-cast,26.66942238248915,104.34214037737705,85130.93570480736,0,169482.15462460797,497834.28858924116,45.2274162805731,19,27380.885872408264,229540.66135680553
4,2010-02-28,Bituminous C,147.08380788250392,2,open-cast,32.343138892793824,106.07136653395578,41635.90997746391,0,151293.32566209658,324669.89206068707,9.619655176193529,18,69034.0,112824.84401003248
6,2010-09-01,Sub-bituminous C,124.42776188607463,3,open-cast,27.444758200414892,103.16280121775667,45233.00952818765,0,176943.4729753945,357060.35096577223,27.602488308526468,20,63943.0,122675.40201394114
8,2010-07-04,Bituminous C,123.88665673968796,1,open-cast,26.80891852474021,97.36309649771168,107260.1338738224,0,352139.4292272499,776194.2346241734,21.373472687324572,16,63623.0,290344.7021015075
3,2010-05-24,Bituminous A,268.2157737191542,2,underground,17.05217788349604,91.05062148820771,95892.89632965729,0,365701.0082898768,692655.6496376606,22.51772585688456,14,62227.0,259991.71043145854
6,2010-10-27,Bituminous B,69.05175488090507,3,open-cast,31.458350993767223,106.44930447542148,50141.371354664996,0,46951.46716670438,364262.4895614187,5.779562702366183,18,67295.0,134763.87726126917
10,2010-08-07,Anthracite,124.74129154663208,3,open-cast,15.158822366291298,92.77834108943965,75553.23260847632,0,79436.10289061388,401046.8839611197,17.608495785728955,12,66016.0,203134.03943441957
1,2010-01-25,Sub-bituminous C,215.0758758340193,2,underground,20.842066323521642,91.40963409571846,92525.29231767851,0,445118.0826677843,461297.60018094664,45.90645364698839,25,65821.0,251617.75168925425
6,2010-11-06,Sub-bituminous A,116.4650637609484,3,open-cast,16.273734888494367,105.39153740247617,189212.8783270427,0,423887.648180939,954258.6153744557,8.681421834169111,15,62667.0,510566.3926315582
6,2010-05-14,Peat,280.9694563380876,2,underground,19.788002334878943,99.24119933428653,120088.39539352291,0,759117.257683375,875843.0569989919,46.71895234743376,15,48171.368134944554,328061.66116764507
9,2010-09-01,Sub-bituminous A,239.6868436197316,1,underground,34.64511997602047,91.40500785081896,20172.287551368478,0,128791.56956989001,162481.3310517987,0.35719861188065327,11,66119.0,55117.82150814062
3,2010-04-28,Lignite,153.06919359158263,2,open-cast,15.346310001772956,92.22981927414722,42802.54337264178,0,98795.38518529388,229756.35337504395,21.640630758086854,19,57439.08834376099,115520.9383971994
5,2010-11-25,Lignite,123.47991425137923,1,open-cast,32.17188752965874,104.15649074885052,107121.28681230992,0,220203.44496591762,653909.4541025901,38.287096744738086,5,64701.0,288890.7169057111
3,2010-11-15,Anthracite,72.32690445467608,1,open-cast,26.113850006028567,108.27248278410447,46324.58720200297,0,121726.70062971892,374797.08871188795,5.560004348171397,11,69905.0,125148.05264653167
10,2010-04-26,Lignite,405.0338688197576,1,underground,25.632344330711206,96.49916834242991,14021.9129559519,0,97882.03143793414,111306.6417857259,0.23694659644940877,23,27826.660446431473,38381.359379742156
5,2010-03-14,Bituminous B,119.98255878859064,1,open-cast,33.996044147060914,98.53374785495089,37044.26350969765,0,93712.71155388722,238377.22189987844,21.74020273245723,22,63171.0,100047.0704407316
8,2010-10-11,Sub-bituminous C,296.79464010733386,2,underground,17.081661251732523,108.06138973575321,172273.70902546367,0,765710.2354314096,895397.0226000957,45.65834710511436,20,63011.0,467972.36411878024
7,2010-01-08,Anthracite,298.7495317650699,3,underground,26.15597067517939,96.94587753117497,121925.64184438791,0,1088098.5749184557,936417.0369300316,3.32872381972394,19,67923.0,335683.12845729094
6,2010-02-28,Peat,366.68393275778976,1,underground,32.86835903430196,98.38259317408792,21737.522120575974,0,120912.76079105804,128560.46381261856,11.126389810613322,25,7070.825509694021,59248.04392163029
8,2010-04-07,Sub-bituminous B,165.63266474136185,3,open-cast,18.389772520641007,92.98356211704207,124053.6561165749,0,322473.02701607475,987124.3334171188,97.99096588106678,12,62373.0,335108.07721395255
1,2010-07-22,Bituminous B,178.7381119349614,3,open-cast,31.82548440683529,94.63797897427915,40431.15003323893,0,35181.30404163799,244618.5431390825,13.386242563755859,18,65806.0,108643.96878222178
8,2010-08-25,Sub-bituminous C,112.81445188201906,1,open-cast,26.78123745638623,98.08790980516945,88999.47292885031,0,219739.5337725309,562814.1109040247,52.047839307730776,19,61796.0,240320.4516262536
8,2010-06-17,Bituminous A,121.724460549606,3,open-cast,20.49521151021537,106.92174855998894,101665.19805393349,0,298165.67493641993,749086.1017736614,59.20954362122528,5,64417.0,274907.68931902037
3,2010-05-02,Bituminous B,335.23690235952427,3,underground,23.90916849463087,102.28181735874904,78709.7806639835,0,440859.793651844,616026.5051654278,53.631651452224006,8,64114.0,214557.26248742093
9,2010-09-08,Sub-bituminous A,440.149090224353,1,underground,26.51310383954745,108.27984576057183,125165.74858731516,0,1114420.9706351624,941562.49184008,83.54258960570726,20,69972.0,344582.458173213
9,2010-09-23,Peat,464.1474014892467,2,underground,24.277607347136065,96.81661317697535,64060.671570537816,0,452057.4157771914,520637.51026600425,5.043902167326675,25,28635.063064630234,175389.47061841434
7,2010-02-23,Bituminous A,588.4849114799247,1,underground,30.91396366017319,92.80355690265995,157472.79472433103,0,747494.0809566261,885934.9832293965,29.216414745033113,25,68591.0,428156.5413250515
1,2010-11-17,Bituminous A,135.35308244020297,2,open-cast,20.572873649275657,105.90381571599724,110493.11636505567,0,135585.26990803835,655505.16688825,18.31471152171256,13,61065.0,297233.35107159516
1,2010-09-19,Anthracite,211.73791115241497,3,underground,19.417058966488597,92.78736456798474,50849.12491613413,0,345882.8303579295,393860.4847365246,37.164128922477026,12,61179.0,139111.89398417453
2,2010-01-08,Bituminous B,299.7853597448959,3,underground,29.821123134886054,98.27445408710193,112834.88135524152,0,532276.5953815157,837473.1354525979,1.297192431442837,21,62566.0,306762.15011417575
4,2010-05-27,Bituminous B,213.21648560783274,1,underground,34.3947400210112,95.99115083182339,27060.54005846498,0,130267.44073099057,205819.4699054021,1.7574449824459137,24,68706.0,73590.44037068027
